[2025-02-02T22:36:05.635+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-02T22:36:05.665+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: directory_and_file_verification_dag.verify_file_reliability manual__2025-02-02T22:35:56.645305+00:00 [queued]>
[2025-02-02T22:36:05.678+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: directory_and_file_verification_dag.verify_file_reliability manual__2025-02-02T22:35:56.645305+00:00 [queued]>
[2025-02-02T22:36:05.679+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2025-02-02T22:36:05.695+0000] {taskinstance.py:2889} INFO - Executing <Task(BranchPythonOperator): verify_file_reliability> on 2025-02-02 22:35:56.645305+00:00
[2025-02-02T22:36:05.703+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=3969) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2025-02-02T22:36:05.705+0000] {standard_task_runner.py:72} INFO - Started process 3971 to run task
[2025-02-02T22:36:05.706+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'directory_and_file_verification_dag', 'verify_file_reliability', 'manual__2025-02-02T22:35:56.645305+00:00', '--job-id', '356', '--raw', '--subdir', 'DAGS_FOLDER/my_directory_and_file_checker.py', '--cfg-path', '/tmp/tmpaiks5b3n']
[2025-02-02T22:36:05.707+0000] {standard_task_runner.py:105} INFO - Job 356: Subtask verify_file_reliability
[2025-02-02T22:36:06.022+0000] {task_command.py:467} INFO - Running <TaskInstance: directory_and_file_verification_dag.verify_file_reliability manual__2025-02-02T22:35:56.645305+00:00 [running]> on host 003b7fbea265
[2025-02-02T22:36:06.110+0000] {taskinstance.py:3132} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='directory_and_file_verification_dag' AIRFLOW_CTX_TASK_ID='verify_file_reliability' AIRFLOW_CTX_EXECUTION_DATE='2025-02-02T22:35:56.645305+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-02-02T22:35:56.645305+00:00'
[2025-02-02T22:36:06.112+0000] {logging_mixin.py:190} INFO - Task instance is in running state
[2025-02-02T22:36:06.113+0000] {logging_mixin.py:190} INFO -  Previous state of the Task instance: queued
[2025-02-02T22:36:06.113+0000] {logging_mixin.py:190} INFO - Current task name:verify_file_reliability state:running start_date:2025-02-02 22:36:05.666580+00:00
[2025-02-02T22:36:06.114+0000] {logging_mixin.py:190} INFO - Dag name:directory_and_file_verification_dag and current dag run status:running
[2025-02-02T22:36:06.114+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-02T22:36:06.115+0000] {baseoperator.py:421} WARNING - BranchPythonOperator.execute cannot be called outside TaskInstance!
[2025-02-02T22:36:06.135+0000] {my_directory_and_file_checker.py:57} ERROR - ❌ Erreur d'encodage (utf-8) pour Écritures.csv: 'utf-8' codec can't decode byte 0xb0 in position 1: invalid start byte
[2025-02-02T22:36:06.212+0000] {logging_mixin.py:190} INFO - 
📂 Contenu du fichier (ISO-8859-1): Écritures.csv
[2025-02-02T22:36:06.278+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-27
[2025-02-02T22:36:06.278+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.279+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.280+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.280+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.281+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.281+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.282+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.283+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-24
[2025-02-02T22:36:06.283+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-24
[2025-02-02T22:36:06.284+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-24
[2025-02-02T22:36:06.285+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-24
[2025-02-02T22:36:06.286+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-24
[2025-02-02T22:36:06.287+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-27
[2025-02-02T22:36:06.288+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-27
[2025-02-02T22:36:06.288+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-23
[2025-02-02T22:36:06.289+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-23
[2025-02-02T22:36:06.290+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-23
[2025-02-02T22:36:06.290+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-23
[2025-02-02T22:36:06.291+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-23
[2025-02-02T22:36:06.292+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.293+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.294+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.295+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.296+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.297+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.297+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.299+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.300+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.301+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.302+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.303+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.304+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.305+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.306+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.307+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.308+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.308+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.309+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.310+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.311+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.312+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.314+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.315+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.315+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.316+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.317+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.318+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.319+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.321+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.322+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.323+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.324+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.325+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.326+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.327+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.328+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.329+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.329+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.330+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.331+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.332+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.333+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.334+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.335+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.335+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.336+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.337+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.338+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.339+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.340+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.341+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.342+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.343+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.343+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.344+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.345+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.345+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.346+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.347+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.348+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-26
[2025-02-02T22:36:06.349+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-18
[2025-02-02T22:36:06.350+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-04
[2025-02-02T22:36:06.350+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.351+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.352+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.353+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.353+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.354+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.355+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.356+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.357+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.357+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.358+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.359+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.359+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.360+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.360+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.361+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.362+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.362+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.363+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.363+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.364+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.365+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.365+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.366+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.367+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.367+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.368+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.369+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.370+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.370+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.371+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.372+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.373+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.374+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.375+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.376+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.377+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.378+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.378+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.379+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.380+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.380+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.382+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.383+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.384+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.385+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.385+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.386+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.387+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.387+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.388+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.388+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.389+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.390+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.390+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.391+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.391+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.392+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.393+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.393+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.394+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.394+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.395+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.396+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.396+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.397+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.397+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.398+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.399+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.400+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.400+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.401+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.401+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.402+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.402+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.403+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.404+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.404+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.405+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.406+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.406+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.407+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.408+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.409+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.409+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.410+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.411+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.411+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.412+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.413+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.413+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.414+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.415+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
[2025-02-02T22:36:06.416+0000] {logging_mixin.py:190} INFO - ✅jean645888258 2024-12-02
